id,bid,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4450474205625714,Ilb40nBvk,#交大live# 【年轻人，不要让任何人打乱你人生的节奏】我们的人生似乎有了一条已经设置好了的道路。。。。谁也不敢越界，因为社会似乎就是这样的。只是命运如此难以捉摸，就算世界上最聪明的人也很难说的清哪条路对哪条路错，唯有守住自己内心的节奏才是对自己负责的唯一方式。  @YouTube精彩视频 YouTube精彩视频的秒拍视频,,"https://gslb.miaopai.com/stream/S00y73y4K08PFWbbmsPTA1LH63HZ~FZrbL3p2g__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&Expires=1586972646&ssig=HoP52N53JP&KID=unistore,video",,2019-12-17,阿碧的Android,76,4,40,交大live,YouTube精彩视频
4450447467599493,IlamSvSYt,#交大新闻#【高端装备研究院举办“百年机械 致远论坛”系列报告会】12月15日下午，西安交通大学“百年机械 致远论坛”系列报告会在创新港高端装备研究院第三会议室举行。中国工程院院士单忠德、卢秉恒，西安交大教授梅雪松作了关于国家2035战略规划的精彩报告。高端装备研究院院长陈雪峰教授致欢迎词并主持报告会，全院近200名师生到场聆听。,"https://wx3.sinaimg.cn/large/6f0a090dly1g9zjo1ivo9j20sg0a6myo.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9zjo1tasyj20sg0c1tb1.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9zjo21w44j20sg0fc0uj.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9zjo2bpmjj20sg0h8gnw.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9zjo2ktr3j20sg0i2wh9.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9zjo2y9lij20sg0eetb2.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9zjo36vkkj20sg0gn76e.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9zjo190nyj20sg0g576b.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9zjo3h4w4j20m80cmwft.jpg",,,2019-12-17,憨憨’s iPhone客户端,33,4,0,交大新闻,
4450442681604842,Ilafa6Juy,#交大新闻# 【莫斯科物理技术学院（国立研究大学）校长助理来访西安交大 深化合作交流】12月16日上午，莫斯科物理技术学院（国立研究大学）校长助理亚历山大米列尔扎诺夫（MELERZANOV Alexander）一行来访，西安交大副校长席光在科学馆107会见来宾，国际处、科研院、药学院、航天学院、计算机科学与技术学院负责人陪同会见。,"https://wx3.sinaimg.cn/large/6f0a090dly1g9zjdhl67wj20sg0iywi2.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9zjdh6h04j20sg0iyq7v.jpg",,,2019-12-17,狐狸のiPhone客户端,25,0,0,交大新闻,
4450374439981553,Il8t5FSEN,#交大浮光# day17最近都在忙什么呢？早安！ ,https://wx1.sinaimg.cn/large/6f0a090dly1g9zbk0jw9gj20u018u7wh.jpg,,,2019-12-17,NEX 3 5G,35,39,65,交大浮光,
4450263610296823,Il5Al1fdt,#交大新闻# 【交大学子获高校法律精英挑战赛复赛合规组冠军】12月2日，2019“律商联讯”杯高校法律精英挑战赛复赛排名揭晓，我校法学专业“中澳丝路班”党予涓、“卓越复合班”王欣月和李泳霆3名同学获大赛合规组冠军。 ,https://wx3.sinaimg.cn/large/6f0a090dly1g9yytsiuwrj20m80cm75m.jpg,,,2019-12-16,狐狸のiPhone客户端,45,0,4,交大新闻,
4450243472536457,Il53RaDQB,#思源夜话##什么食物一吃就感觉要过年# 我先来腊八蒜 ,https://wx3.sinaimg.cn/large/6f0a090dly1g9ywihus6jj20230203y9.jpg,,,2019-12-16,睡不醒Android,49,29,0,"思源夜话,什么食物一吃就感觉要过年",
4450236707546176,Il4SWvF6w,#交大音夜巴##央视发布新版七子之歌mv#你可知“macau”不是我的真姓？我离开你太久了，母亲！但是他们掳去的是我的肉体，你依然保管我内心的灵魂。那三百年来梦寐不忘的生母啊！请叫儿的乳名，叫我一声“澳门”！母亲啊母亲，我要回来···央视新闻的微博视频 ,,"http://f.video.weibocdn.com/000zkIcqlx07zpaYv4oo01041202bfQH0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&Expires=1586972647&ssig=C46Pmx0YZ6&KID=unistore,video",,2019-12-16,巴洛克先生Android,50,0,6,"交大音夜巴,央视发布新版七子之歌mv",
4450202016991988,Il3YZtkW0,#交大阅读亭#和小童一起学英语：你知道 answer the call of nature 是什么意思吗？（正确答案见评论区～小伙伴们先凭感觉选然后再在评论区报到，知识点用小本本记下来哦） 西安交通大学的微博投票 ,,,,2019-12-16,一只学霸的iPhone客户端,608,11,4,交大阅读亭,
4450198996250071,Il3U7qdVB,#I拍交大# #最美校园#  小童等雪 等到心焦图/@碎裂低音 （摄于18年冬） 绿洲 ,"https://wx3.sinaimg.cn/large/6f0a090dly1g9yrgpip06j20rs0fm419.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9yrgqbsv7j20rs0irjxj.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9yrgpy620j20rs0j4dln.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9yrgr4pwkj21hc0u0kce.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9yrgrmbasj20rs0j544t.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9yrgrzym9j20rs0fm78g.jpg",,,2019-12-16,绿洲APP,0,0,0,"I拍交大,最美校园",碎裂低音
4450171632754612,Il3bZbyBe,#公安反诈强制劝阻专号上线#【同学们，这个电话一定要接！】12月16日，全国首个“公安反诈强制劝阻专号”正式上线。电信诈骗劝阻和预警的电话号码，在手机上将统一显示为“公安反诈专号”，同时通过闪信强制弹窗提醒等功能，全面提升反诈劝阻效率。此外，民警还会通过AI语音交互技术根据不同案件类型配置劝阻话术。公安部刑侦局负责人表示，在专号试运行期间，每天劝阻3000余人，劝阻成功率达到96%以上。以后看到这样的电话一定要听劝！转起来~   财经春秋的秒拍视频  西安·西安交通大学 西安·西安交通大学,,"http://miaopai.video.weibocdn.com/003c8fihlx07zpbsqXHW01041200nvsG0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586972648&ssig=CzPG7Nynx4&KID=unistore,video",西安·西安交通大学,2019-12-16,沙坡村花的Android,21,1,1,公安反诈强制劝阻专号上线,
4450153387683680,Il2IyweSk,#交大沙龙# 还记得你#学生时代你最讨厌的科目#吗？ ,https://wx3.sinaimg.cn/large/6f0a090dly1g9ym5n37k9j22402tcnpd.jpg,,,2019-12-16,格瓦斯Android,52,38,2,"交大沙龙,学生时代你最讨厌的科目",
4450118671360797,Il1Oz5I0l,【#交大live# 】熬夜必备！看起来！非常适合我这种每天1点才能入睡的同学！@视频之家 视频之家的微博视频  ,,"http://f.video.weibocdn.com/000yYKpTlx07zfMx0EDm01041200sEB50E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&Expires=1586972647&ssig=%2BVekiW%2FVQG&KID=unistore,video",,2019-12-16,阿碧的Android,35,3,13,交大live,视频之家
4450098790508741,Il1iv28lv,#仙食坊# 学校的麻辣香锅还是很不错滴 ,https://wx1.sinaimg.cn/large/6f0a090dly1g9yfv0qo1hj20mz0mzdnf.jpg,,,2019-12-16,双卡双待的iPhone客户端,55,4,0,仙食坊,
4450012073080481,IkZ2DcVnb,#交大浮光# day16你打卡成功了吗明信片超级好看呢早安！ ,https://wx3.sinaimg.cn/large/6f0a090dly1g9xtwneuqcj20u018u7wh.jpg,,,2019-12-16,NEX 3 5G,37,26,65,交大浮光,
4449915272901518,IkWwvcaOG,#思源夜话# 你为什么还没有睡觉 ,https://wx4.sinaimg.cn/large/6f0a090dly1g9xutkc5xdj20a407y0su.jpg,,,2019-12-16,睡不醒Android,155,52,5,思源夜话,
4449904472348037,IkWf59QPz,#晚安仙交# “我本天上金蝉，打盹坠入尘间。古城向西一步，回首已过千年。”——清源《叹长安》夜里的古城，又回到了那个年代晚安啦，宝贝们 ,https://wx4.sinaimg.cn/large/6f0a090dly1g9xt43jlj2j23y81w0b2b.jpg,,,2019-12-15,迷醉长安的Android,98,7,3,晚安仙交,
4449878320691729,IkVyU2TWV,#交大音夜巴##许魏洲周深我爱他#“我的梦 狠狠碎过却不会忘， 逃不开 爱越深越互相伤害”我爱他许魏洲&周深新剧不能停的微博视频 ,,"http://f.video.weibocdn.com/001WGk0Alx07znSsYH8Y01041202Ggm70E010.mp4?label=mp4_720p&template=1256x712.25.0&trans_finger=11ccc9c970f47cffd9369c72510b3033&Expires=1586972657&ssig=YaK5gNcfU7&KID=unistore,video",,2019-12-15,巴洛克先生Android,95,15,12,"交大音夜巴,许魏洲周深我爱他",
4449858607879402,IkV36x3N8,#交大阅读亭#和小童一起学英语：你知道 jerry-built project 是什么意思吗？（正确答案见评论区～小伙伴们先凭感觉选然后再在评论区报到，知识点用小本本记下来哦） 西安交通大学的微博投票 ,,,,2019-12-15,一只学霸的iPhone客户端,1481,9,6,交大阅读亭,
4449847560442013,IkULi1QZf,#I拍交大# #最美校园# 为世界之光遇上交大热门打卡地记得按时参加早起打卡喔感谢书法19级的同学们摄影/沙坡村花的Android 绿洲 西安·西安交通大学 ,"https://wx1.sinaimg.cn/large/6f0a090dly1g9xoyq04inj22c02c0u0x.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9xoyr2p95j22c02c0u0x.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9xoys19nsj22c02c04qp.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9xoytko5yj22c02c0x6p.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9xoz5p361j22c02c0kjm.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9xoyusucmj22c02c0npd.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9xoyyorsrj22c02c0qv5.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9xoyzq785j22c02c0u0x.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9xoz19kq5j22c02c0x6p.jpg",,西安·西安交通大学,2019-12-15,绿洲APP,214,20,13,"I拍交大,最美校园",
4449844745888302,IkUGKoHOC,转发这条微博！接下来的考试你会收到女神和月的祝福！（图源#I拍交大#  ） ,https://wx2.sinaimg.cn/large/6f0a090dly1g9xmobn27fj23282aokjl.jpg,,,2019-12-15,NEX 3 5G,128,4,106,I拍交大,
4449816098848018,IkTWxB7LY,#交大新闻# 【陕西省社科界第十三届学术年会在西安交通大学召开】12月14日，陕西省社科界第十三届（2019）学术年会暨“新中国成立70年党风廉政建设理论与实践研究——助力陕西新时代追赶超越新篇章”研讨会在西安交通大学召开。本次研讨会由陕西省委宣传部、陕西省社会科学界联合会主办。本次研讨会分为主旨报告和学术交流两个环节，20余位专家学者围绕改革开放以来廉政建设发展历程研究、新时期廉政建设的理论与实践研究等开展深入交流研讨。,"https://wx1.sinaimg.cn/large/6f0a090dly1g9xjfeznqqj20vh15yqcn.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9xjffehp0j20gj0b1abw.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9xjffjxtpj20gq0b5wgp.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9xjffqhyij20gb0av0ur.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9xjfendivj20ga0au40f.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9xjffzqmbj20pu0h8n1q.jpg",,,2019-12-15,狐狸のiPhone客户端,13,0,1,交大新闻,
4449803960417413,IkTCY1KAt,#沙坡村干货# 10个人人都该学会的电脑技巧，来，花几分钟记下来吧~~~高手请略过~~  Via@技能大咖 ,"https://wx4.sinaimg.cn/large/6f0a090dly1g9xi108ja4j20gf0gfdj1.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9xi10hawpj20gf0gfjue.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9xi10rdfaj20gf0gfju9.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9xi11vd4aj20gf0gf777.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9xi12914sj20gf0gfjtv.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9xi12fjioj20gf0ggwhf.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9xi12l5zvj20gf0ryjw9.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9xi1006xlj20gg0ggdii.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9xi13ckjuj20gf0qa0x7.jpg",,,2019-12-15,柯柯的iPhone XS,49,3,26,沙坡村干货,技能大咖
4449791620304513,IkTj41hdv,#交大沙龙# 2018年12月立下的小目标，在2019年完成了哪些？ ,https://wx3.sinaimg.cn/large/6f0a090dly1g9xglltrysj22tc240u0y.jpg,,,2019-12-15,格瓦斯Android,44,17,0,交大沙龙,
4449755574541969,IkSmVj3zz,#交大创新港#一缕阳光 西安·西安交通大学科技创新港科创基地 ,https://wx1.sinaimg.cn/large/6f0a090dly1g9xce82i8vj21sg1l4nfv.jpg,,西安·西安交通大学科技创新港科创基地,2019-12-15,iPhone 8（金色）,50,0,1,交大创新港,
4449745005564241,IkS5SnlvP,#仙食坊# 吃凉皮怎么能不配上肉夹馍呢（梧桐苑老牌肉夹馍，只需两元） ,https://wx1.sinaimg.cn/large/6f0a090dly1g9xb9llka7j20n00g1aen.jpg,,,2019-12-15,双卡双待的iPhone客户端,110,26,6,仙食坊,
4449738134726329,IkRUNjPx7,#交大live# 【一个很火的TED演讲：坚持到最后，这一定是你听过最酷的物理课！】超导体、量子悬浮、量子锁定，即使像这些充满极具未来感的词汇，物理课也还是一样的令人犯困。但是这节课你一定要看到7分18秒，瞬间清醒！太酷了！为神奇的科学家们疯狂打call！ via 人人视频的秒拍视频  ,,"http://gslb.miaopai.com/stream/iDVJSPMIiPQIflz4UjaKuAiTzDdA6GBd41lR~g__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&Expires=1586972657&ssig=nJD2GJxAd2&KID=unistore,video",,2019-12-15,阿碧的Android,52,1,34,交大live,
4449723685423293,IkRxumKQt,#沙坡电台#“我是如此相信，在背后支撑的是你，一直与我并肩而行，仰望等太阳升起，听见鸟群回来的声音。”好像什么都变了，又好像什么都没变，那个陪伴我们青春的声音，永远相信希望就在下一秒。传送门：我是如此相信  ！ ,https://wx1.sinaimg.cn/large/6f0a090dly1g9x8t8xwt1j20u01cyafr.jpg,,,2019-12-15,巴洛克先生Android,71,9,5,沙坡电台,
4449649341783549,IkPBA7tYV,#交大浮光# 悄悄问一句昨天四六级战绩如何？早安！ ,https://wx2.sinaimg.cn/large/6f0a090dly1g9x0a25fysj20u018u7wh.jpg,,,2019-12-15,NEX 3 5G,42,21,39,交大浮光,
4449548984170314,IkMZIhuT8,#晚安仙交# #校园夜聊# 愿努力的你们都能收到最美的回报晚安，这里是23:36的钱学森图书馆 西安·西安交通大学 ,"https://wx4.sinaimg.cn/large/6f0a090dly1g9woqz1awdj23402c0x6q.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9wor2x0cuj22c03401kz.jpg",,西安·西安交通大学,2019-12-14,沙坡村花的Android,497,32,29,"晚安仙交,校园夜聊",
4449544249197226,IkMS4CACm,#交大新闻# 【万锦康校友入选中国冷链名人堂】2019年第十三届中国冷链产业年会在海口举行，经过层层筛选，最终评选出11位中国冷链名人堂成员，西安交大1982届制冷专业校友万锦康入选。万锦康，1982年毕业于西安交大制冷专业，获工学学士。现任农业农村部冷库及制冷设备质量监督检验测试中心（上海）常务副主任兼技术负责人，联合国粮农组织国际顾问、冷冻专家，中国制冷学会全国制冷会标准化技术委员委员，《食品安全质量检测学报》审稿专家，国家农产品保鲜研究中心客座研究员，上海市杨浦区制冷学会副理事长兼秘书长。,https://wx4.sinaimg.cn/large/6f0a090dly1g9wo7j409kj2057081782.jpg,,,2019-12-14,狐狸のiPhone客户端,27,0,1,交大新闻,
4449537495783416,IkMHbogwU,#沙坡村干货#【所有考研生注意！#2020考研开始打印准考证了#】14日起，2020全国硕士研究生招生考试可以打印准考证，时间截至23日。考生可凭网报用户名和密码登录网页链接 使用A4幅面白纸下载打印。《准考证》正反两面均不得涂改或书写。冲刺建议↓↓坚持到底，为你加油，我们在交大等你！@人民日报  西安·西安交通大学,"https://wx2.sinaimg.cn/large/6f0a090dly1g9wnerdhiaj20go0ikdhq.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9wnerojjzj20go0ldaca.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9wnervweuj20go0kidig.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9wnesacnoj20go0slwis.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9wnesk9pmj20go0kptby.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9wneswlsrj20go0jo41d.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9wnetefltj20go0l1go5.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9wnetwztwj20go0lwju1.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9wneu9navj20go0nz77s.jpg",,西安·西安交通大学,2019-12-14,NEX 3 5G,23,2,6,"沙坡村干货,2020考研开始打印准考证了",人民日报
4449524083013766,IkMlycE18,#微风梧桐# 知交零落实是人生常态，能够偶尔话起，而心中仍然温柔，就是好朋友。文/三毛 ,https://wx4.sinaimg.cn/large/6f0a090dly1g9wlw5b9caj21400u07dr.jpg,,,2019-12-14,NEX 3 5G,94,3,12,微风梧桐,
4449502042068743,IkLM08GaP,#交大音夜巴# 听谁说错的对的说美的丑的若问我我看我说我怪美的#蔡依林 怪美的#教父娱乐的微博视频  西安·西安交通大学 ,,"http://f.video.weibocdn.com/004keOFIlx07zm4j1GCY01041204rBWN0E020.mp4?label=mp4_hd&template=830x428.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586972667&ssig=mztZmk2Y2i&KID=unistore,video",西安·西安交通大学,2019-12-14,NEX 3 5G,282,37,35,"交大音夜巴,蔡依林 怪美的",
4449466759567774,IkKR5E90W,#交大阅读亭##六级翻译荷花梅花牡丹# 和小童一起学英语：以下英文单词中哪个不是一种花呢？（正确答案见评论区～） 西安交通大学的微博投票 ,,,,2019-12-14,一只学霸的iPhone客户端,1508,17,2,"交大阅读亭,六级翻译荷花梅花牡丹",
4449456676446730,IkKAPr35w,#六级# 出淤泥而不染，濯清涟而不妖。中通外直，不蔓不枝，香远益清，亭亭净植。——周敦颐《爱莲说》你会翻译成英语吗？ ,https://wx1.sinaimg.cn/large/6f0a090dly1g9we680kzgj209608pt8t.jpg,,,2019-12-14,财主楼顶的iPhone XR,112,21,6,六级,
4449423746421126,IkJJIqWqy,#交大沙龙# 考试加油( _)来评论区接受高分喷雾的洗礼吧！ ,https://wx4.sinaimg.cn/large/6f0a090dly1g9wacra181j20hi0hqgm5.jpg,,,2019-12-14,格瓦斯Android,58,5,8,交大沙龙,
4449383980858691,IkIHA3BnR,#仙食坊# 你们喜欢吃什么馅的饺子？ ,https://wx1.sinaimg.cn/large/6f0a090dly1g9w5qmsyrnj20ki0bwq6z.jpg,,,2019-12-14,双卡双待的iPhone客户端,63,62,1,仙食坊,
4449363235365616,IkIa7mvQc,#交大沙龙##四级# 结束了，下午六级加油啊 ,https://wx4.sinaimg.cn/large/6f0a090dly1g9w3ea786ij20jg0ilad7.jpg,,,2019-12-14,憨憨’s iPhone客户端,83,5,2,"交大沙龙,四级",
4449310118555577,IkGMrzTHb,#交大浮光# day14今天是你打卡第几天呢？早安！ ,https://wx1.sinaimg.cn/large/6f0a090dly1g9vxbjieqcj20u018u7wh.jpg,,,2019-12-14,NEX 3 5G,42,20,20,交大浮光,
4449175297264826,IkDgZutUC,#晚安仙交# 当你凝望深渊的时候深渊也在凝望着你当你思念周公的时候周公也在思念着你所以，别想了，快睡吧。晚安啦，宝贝们 ,https://wx1.sinaimg.cn/large/6f0a090dly1g9vhu0kkx2j20j60j6q3f.jpg,,,2019-12-13,迷醉长安的Android,86,18,2,晚安仙交,
4449162181247911,IkCVQ5eDB,#交大新闻# 【王树国校长参加人民网“2019大学校长论坛”】12月13日，由人民网与中共陕西省委教育工委、陕西省教育厅联合主办的“2019大学校长论坛”在陕西西安举行。本届论坛以“加快推进高等教育现代化”为主题，邀请70余位大学书记、校长聚焦热点、沟通碰撞、共谋发展，为中国高等教育现代化发展建言献策。西安交通大学校长王树国参加论坛并发言。,https://wx1.sinaimg.cn/large/6f0a090dly1g9vgbw72l2j20rs0ijkhb.jpg,,,2019-12-13,狐狸のiPhone客户端,71,3,6,交大新闻,
4449149430596250,IkCBh2v6W,#交大音夜巴#“经历92年的摔打锤炼 如今的人民军队正向着 世界一流军队的目标阔步前行 但我们永远不会忘记那些苦痛的记忆 不会忘记我们到底来自哪里”让青春留下迷彩的印记的微博视频 ,,"http://f.video.weibocdn.com/004vIsDcgx07zjSfLr8j010412014pBk0E010.mp4?label=mp4_720p&template=864x486.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&Expires=1586972677&ssig=CeUUsTJOzV&KID=unistore,video",,2019-12-13,巴洛克先生Android,36,1,2,交大音夜巴,
4449142350769625,IkCpR3edj,#微风梧桐# 身边冬天迟钝，心中群山奔涌。文/李元胜《尘埃之想》 图/张少荣 ,https://wx3.sinaimg.cn/large/6f0a090dly1g9ve1ihvkpj21hc0u0796.jpg,,,2019-12-13,NEX 3 5G,39,0,5,微风梧桐,
4449107475023710,IkBvBl4TA,#交大阅读亭#和小童一起学英语：你知道 I‘m all ears 是什么意思吗？（正确答案见评论区～小伙伴们先凭感觉选然后再在评论区报到，知识点用小本本记下来哦） 西安交通大学的微博投票 ,,,,2019-12-13,一只学霸的iPhone客户端,2355,7,5,交大阅读亭,
4449084540717986,IkAUC30Mq,#沙坡村干货# 【明天四六级考试】英语四、六级考试明日开考！你准备好了吗？评论区留言，你认为四六级最易错单词是______！  #校园热点# Via@人民日报 ,"https://wx1.sinaimg.cn/large/6f0a090dly1g9v7dkxab5j20dw0m8n08.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9v7dldwifj20dw0nw41r.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9v7dlnchhj20dw0ncq67.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9v7dm818bj20dw0quwi9.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9v7dmkyy5j20dw0o6n0n.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9v7dmvxgjj20dw0o6423.jpg,https://wx2.sinaimg.cn/large/6f0a090dly1g9v7dkew1jj20dw15o0xn.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9v7dn7yizj20dw15otdh.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9v7dnkjx6j20dw15ojw4.jpg",,,2019-12-13,柯柯的iPhone XS,95,5,38,"沙坡村干货,校园热点",人民日报
4449027724557392,IkzqYj7Ak,#管窥仙交# 为热烈庆祝中华人民共和国成立70周年，反映新中国70年来的历史变迁和伟大成就，促进C9高校教职工书画艺术交流，由清华大学、北京大学、浙江大学、上海交通大学、 复旦大学、中国科学技术大学、哈尔滨工业大学和西安交通大学等9校工会联合发起的“ 翰墨庆七秩、礼赞新时代”——庆祝新中国成立70周年 C9高校教职工书法、绘画作品巡回展来到我校。展出时间：2019年12月11日-12月20日 （每天9:00-17:30）展出地点：西安交通大学兴庆校区博物馆 欢迎广大师生前往观展。 西安·西安交通大学,https://wx3.sinaimg.cn/large/6f0a090dly1g9v0vd10cxj23402c0e83.jpg,,西安·西安交通大学,2019-12-13,iPhone 8（金色）,53,5,4,管窥仙交,
4449021613286815,Ikzh7dN39,#最念念不忘的家乡美食# 来，张嘴，啊——你最念念不忘的家乡美食是什么？[淚] ,"https://wx2.sinaimg.cn/large/6f0a090dly1g9v03tohqwj22tc2407wi.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9v03w84k4j22tc240npd.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9v03zv6qaj22tc240e82.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9v0422a2zj22tc240b2a.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9v03r1v0bj22tc240u0x.jpg,https://wx3.sinaimg.cn/large/6f0a090dly1g9v04514fij22tc2407wi.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9v0486kkaj22tc240kjm.jpg,https://wx1.sinaimg.cn/large/6f0a090dly1g9v04b6tuaj22tc240u0x.jpg,https://wx4.sinaimg.cn/large/6f0a090dly1g9v04c6ykcj22tc240u0x.jpg",,,2019-12-13,叻叻猪嘅iPhone客户端,88,31,7,最念念不忘的家乡美食,
4449019877172754,Ikzeju5XA,#交大live# 【南京大屠杀死难者#国家公祭日#：】 12月13日是中国第六个南京大屠杀死难者国家公祭日。吾辈当自强！莫忘国耻，缅怀先辈当自强！via@中新视频 中新视频的秒拍视频 ,,"http://miaopai.video.weibocdn.com/003XuSuZlx07zjUEYCQ801041200nzfF0E013.mp4?label=mp4_720p&template=996x560.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&Expires=1586972677&ssig=DxZ6cBUJpu&KID=unistore,video",,2019-12-13,阿碧的Android,63,1,4,"交大live,国家公祭日",中新视频
4449014881608509,Ikz6g6KrH,#仙食坊# 吃泡馍一定要配糖蒜   软烂的肉片，入味的粉丝，一切都恰到好处 ,https://wx4.sinaimg.cn/large/6f0a090dly1g9uzc4704mj20tz0n0n4u.jpg,,,2019-12-13,双卡双待的iPhone客户端,66,12,5,仙食坊,
4448925953705002,IkwMPfxQ6,#交大浮光# day13早安！ ,https://wx4.sinaimg.cn/large/6f0a090dly1g9uckpf0noj20u018u7wh.jpg,,,2019-12-13,NEX 3 5G,41,30,48,交大浮光,
4448832500282592,Ikum61bvW,82年前的今天，日本侵略军攻占南京，40多天的血腥屠杀，30多万同胞惨遭杀害……12月13日，第六个南京大屠杀死难者国家#公祭日#，我们以国家之名祭奠，共同守望和平！历史永远不能忘记！#点亮紫金草# 西安·西安交通大学 ,https://wx1.sinaimg.cn/large/6f0a090dly1g9ueeh6onqj20go0umacz.jpg,,西安·西安交通大学,2019-12-13,,182,13,51,"公祭日,点亮紫金草",
4448813437920337,IktRlxern,#晚安仙交#        “每个人都会有缺陷，就像被上帝咬过的苹果，有的人缺陷比较大，正是因为上帝特别喜欢他的芬芳。”————列夫  托尔斯泰《战争与和平》晚安啦，宝贝们 ,https://wx3.sinaimg.cn/large/6f0a090dly1g9uc7zdp48j20dw0dwwfv.jpg,,,2019-12-12,迷醉长安的Android,77,5,12,晚安仙交,
4448787365484738,Iktbin0Pw,#交大音夜巴##R1SE 炸裂狂想曲#“舞台没大没小 没有绝对的主角 戒骄戒躁戒掉 徒有其表的名号 我们东奔西跑 甘作彼此的龙套 南腔北调叫好 没谁比谁重要” 生活里大家也都是主角，都一样重要角儿无大小R1SER1SE官博的微博视频 ,,"http://f.video.weibocdn.com/004vkiEilx07z0Khv40w01041201HazG0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=11ccc9c970f47cffd9369c72510b3033&Expires=1586972678&ssig=H51zwxa69W&KID=unistore,video",,2019-12-12,巴洛克先生Android,76,29,20,"交大音夜巴,R1SE 炸裂狂想曲",
